0,1
5.0,-50.87860915441104
5.0,-41.79086082316141
5.0,-20.11924473462105
5.0,-77.3228474283379
5.0,-41.705070612077066
4.0,54.141840811229315
4.0,-314.0252881660108
4.0,224.47154787099907
4.0,1413.228117369009
5.0,-26.021958798449077
5.0,5.990626297506481
5.0,43.269693243414224
4.0,15.781278230861858
4.0,164.48655675916677
41.0,-640.8918070089767
4.0,-249.8500414341038
48.0,-960.0012498373732
46.0,-1884.4833816429914
4.0,-34.03531506197854
4.0,-13.10351963372949
3.0,1.8293365609754062
4.0,-12.689991989393803
20.0,-161.21490510169443
20.0,-188.87392263410487
23.0,-234.47082957710177
22.0,-323.9873886173764
22.0,-442.7547025027667
4.0,-53.47432081746547
8.0,-128.00223499624778
8.0,-150.9069083369777
8.0,-153.64433153768238
14.0,-29.34336023172375
14.0,44.46882199409754
14.0,14.804989712792803
14.0,162.35722712670565
13.0,210.13270950971747
3.0,-71.45634152430088
8.0,-83.76643189738908
8.0,-78.80709620706529
8.0,-96.42321272664759
10.0,-44.879688442381365
9.0,25.641190969849333
11.0,16.404761999077863
9.0,178.2783751381295
9.0,252.184309360513
5.0,-75.80565641597943
9.0,-25.33129746024025
8.0,-10.547926792991547
9.0,-11.783916193700037
9.0,38.782330943421016
8.0,69.09633913207753
8.0,64.21139055485699
8.0,156.3630286005503
8.0,187.5044302207704
5.0,-64.87266874613825
5.0,-73.55432451083053
5.0,-74.03532699925745
5.0,-81.95865114940784
7.0,-53.30947061260218
6.0,-8.776337928400721
6.0,-15.179379270952523
6.0,90.65143654321747
6.0,146.00929863655972
5.0,-45.278499874595155
5.0,-35.1041773578263
5.0,-24.466907708587968
5.0,-30.867578193994632
5.0,-7.6655348884622185
5.0,14.926440637227444
5.0,13.03237602260728
5.0,49.81492154558302
5.0,73.50800760699084
5.0,-37.95601614120642
5.0,-26.536105031281778
5.0,-17.45751519404243
5.0,-20.964848999608762
5.0,-0.04510782099748667
5.0,13.458164706505073
4.0,31.71170990075757
4.0,61.8082029455274
4.0,80.98480615824221
4.0,-44.707892591632714
4.0,-35.57512809095854
4.0,-27.481250656678725
4.0,-22.177172983978323
4.0,-1.1228499455190502
4.0,13.637906340454208
4.0,25.760599398952934
4.0,48.82292853901825
4.0,59.375589870472055
